coordinates;speed_limit;00_30;01_00;02_30;03_00
[(8.9347299, 45.9856762), (8.9346677, 45.9856597), (8.9346132, 45.9856512), (8.9345639, 45.9856476), (8.9344524, 45.9856438), (8.9343448, 45.9856424), (8.9342244, 45.9856342), (8.9340109, 45.9856142), (8.9338515, 45.9855962)];50;104;104;104;104
[(8.9350718, 45.9843376), (8.9354237, 45.9845987), (8.9359885, 45.9850134), (8.9360127, 45.9850374), (8.93603, 45.9850614), (8.9360374, 45.9850867), (8.936039, 45.9851411)];60;72;72;72;72
[(8.9372868, 45.9861917), (8.9374038, 45.9862464), (8.9374692, 45.9862879), (8.9375828, 45.9863902), (8.9380485, 45.986853), (8.9382504, 45.9870735), (8.9383903, 45.98724), (8.9385095, 45.9873966), (8.938618, 45.9875669), (8.9387947, 45.9879645)];60;72;72;72;72
[(8.9387008, 45.9867259), (8.9386896, 45.9867167)];50;50;50;50;50
[(8.9386896, 45.9867167), (8.9385855, 45.9866743), (8.9385194, 45.9866465), (8.9384793, 45.986602), (8.9384531, 45.986579), (8.9384215, 45.9865589), (8.9383769, 45.9865345), (8.9383272, 45.9865138), (8.938257, 45.9864882), (8.9381834, 45.9864691), (8.9381061, 45.9864555), (8.9377888, 45.986409), (8.9377153, 45.9864036), (8.9376238, 45.9863971), (8.9375828, 45.9863902), (8.9375445, 45.9863833), (8.9375124, 45.9863729), (8.937471, 45.9863571), (8.9374295, 45.986339), (8.9373925, 45.9863157), (8.9373605, 45.9862915), (8.9373458, 45.9862759), (8.9373144, 45.9862271), (8.9372868, 45.9861917)];50;50;50;50;50
[(8.9311397, 45.987723), (8.9311903, 45.9876323), (8.9312216, 45.9875576), (8.9312446, 45.9874759), (8.9312526, 45.9873994), (8.93125, 45.9873201), (8.9312402, 45.9872394), (8.9312146, 45.9871657), (8.9311751, 45.9870849), (8.9311207, 45.9870068), (8.9310641, 45.986945), (8.9309947, 45.9868839), (8.9309158, 45.9868245), (8.9308307, 45.9867721), (8.9307414, 45.9867224), (8.9306403, 45.9866783), (8.9305399, 45.9866385), (8.9304329, 45.9866027), (8.9303251, 45.9865722), (8.9302153, 45.9865443), (8.9300559, 45.9865095), (8.9299393, 45.9864847), (8.9298353, 45.9864651), (8.9296649, 45.986438), (8.9292926, 45.9863676)];80;104;104;104;104
[(8.9233796, 46.0260341), (8.9229558, 46.0252242)];100;69;69;69;69
[(8.9258755, 46.0291247), (8.926, 46.0293481), (8.9265058, 46.0301096), (8.9267206, 46.0304317), (8.9272153, 46.0311977), (8.9276219, 46.0318568), (8.927781, 46.0321292), (8.9279599, 46.0324464), (8.9281386, 46.0327765), (8.9283045, 46.0330958), (8.928406, 46.0333019), (8.928596, 46.0337061), (8.9287452, 46.0339846)];100;76;76;76;76
[(8.9309843, 46.0278135), (8.9308579, 46.0278759), (8.9308256, 46.027896), (8.9307974, 46.0279162), (8.9307669, 46.0279461), (8.9307438, 46.0279751), (8.9307126, 46.028026), (8.9306941, 46.0280759), (8.9306725, 46.0281428), (8.9306452, 46.0282154), (8.9306249, 46.0282639), (8.9305973, 46.028318), (8.9305698, 46.0283621), (8.9303964, 46.0286601)];60;76;76;76;76
[(8.9312253, 46.0274596), (8.9312526, 46.0274987), (8.9312737, 46.0275233), (8.931299, 46.0275436), (8.9313431, 46.0275714), (8.9314015, 46.0276036), (8.9314637, 46.0276318), (8.9315601, 46.0276726), (8.9316828, 46.0277183), (8.9317713, 46.0277499), (8.931963, 46.0278198), (8.9321563, 46.0278774), (8.9321774, 46.0278828), (8.9323777, 46.0279336)];80;37;37;37;37
[(8.9323777, 46.0279336), (8.9328959, 46.0280684), (8.9331023, 46.0281389)];80;37;37;37;37
[(8.9303964, 46.0286601), (8.9300776, 46.0291267), (8.9299818, 46.029266), (8.9299342, 46.0293342), (8.9298831, 46.0294089), (8.9298328, 46.0294779), (8.9297784, 46.0295456), (8.9297199, 46.029614), (8.9295944, 46.0297443), (8.9294665, 46.029873)];100;76;76;76;76
[(8.9285455, 46.033423), (8.928609, 46.0335953), (8.9286491, 46.0336953), (8.9287452, 46.0339846)];100;76;76;76;76
[(8.9286372, 46.0309821), (8.9285817, 46.0311037), (8.9285287, 46.0312379), (8.9284807, 46.0313739), (8.92844, 46.0315123), (8.9284077, 46.0316465), (8.928381, 46.0317884), (8.9283611, 46.031925), (8.9283479, 46.0320695), (8.9283413, 46.032205), (8.9283394, 46.0323433), (8.928346, 46.0324807), (8.9283595, 46.0326213), (8.9283816, 46.0327677), (8.928401, 46.0328787), (8.9284163, 46.0329578), (8.9284334, 46.0330376), (8.9284524, 46.0331134), (8.9284736, 46.0331923), (8.9284948, 46.0332681), (8.9285455, 46.033423)];100;76;76;76;76
[(8.9287452, 46.0339846), (8.9288068, 46.0341399), (8.9288716, 46.0342968), (8.9289351, 46.03446), (8.9290387, 46.0347481), (8.929089, 46.0349006), (8.9291427, 46.0350793), (8.9291887, 46.0352462), (8.9292281, 46.0354095), (8.9292619, 46.03557), (8.9292907, 46.0357201), (8.9293158, 46.0358792), (8.9293391, 46.0360467), (8.929355, 46.0361804), (8.9293743, 46.0363601)];100;76;76;76;76
[(8.9276429, 46.041579), (8.9277572, 46.0414402), (8.9278606, 46.0413094), (8.9279725, 46.0411612), (8.9280752, 46.0410189), (8.9281732, 46.0408773), (8.9282592, 46.0407417), (8.9283484, 46.0405958)];120;76;76;76;76
[(8.9283484, 46.0405958), (8.9284293, 46.0404524), (8.9285066, 46.0403068), (8.9285854, 46.0401536), (8.9286555, 46.0399998), (8.9287202, 46.0398495), (8.928786, 46.0396861), (8.9288384, 46.0395412), (8.928892, 46.0393807), (8.9289385, 46.0392269), (8.928982, 46.0390659), (8.9290194, 46.0389139), (8.9290546, 46.0387502), (8.9290823, 46.0386019), (8.9291082, 46.0384428), (8.9291317, 46.0382792), (8.929148, 46.0381234), (8.9291615, 46.0379596), (8.9291707, 46.0378033), (8.929176, 46.0376489), (8.9291767, 46.0374896), (8.9291753, 46.0373267), (8.9291694, 46.0371668), (8.9291598, 46.0370065), (8.9291469, 46.0368464), (8.92913, 46.0366878), (8.9291092, 46.0365215), (8.929085, 46.0363625), (8.9290567, 46.0361942), (8.929027, 46.0360394), (8.9289964, 46.0358914), (8.9289614, 46.0357386), (8.9289203, 46.0355741), (8.9288805, 46.0354258), (8.9288342, 46.0352638), (8.9287903, 46.0351186), (8.9287358, 46.034949), (8.9286592, 46.034723), (8.9285739, 46.0344928), (8.9285135, 46.034337), (8.928455, 46.0341918), (8.9283908, 46.0340384), (8.9283247, 46.0338872), (8.9282541, 46.0337294), (8.9281873, 46.0335855), (8.9281166, 46.0334364), (8.9280349, 46.0332706), (8.9279522, 46.0331052), (8.9278318, 46.0328737), (8.9277268, 46.03268), (8.9276461, 46.0325315), (8.9275539, 46.0323693), (8.9274677, 46.032217), (8.9272846, 46.031907), (8.9271194, 46.0316346), (8.9267524, 46.0310458), (8.9262824, 46.0303289), (8.9248188, 46.0281368), (8.9244044, 46.0274955), (8.923994, 46.0268469), (8.9232681, 46.025662), (8.9228646, 46.024986), (8.9224779, 46.0243165)];120;76;76;76;76
[(8.9273996, 46.0537609), (8.9272277, 46.0533623), (8.9270308, 46.0529334), (8.9268834, 46.0526595), (8.926115, 46.0513344), (8.9259386, 46.0510249), (8.925604, 46.0504099), (8.9254243, 46.0500448), (8.9252481, 46.0496494), (8.9251031, 46.0492342), (8.9249906, 46.0488381), (8.9249272, 46.0485918), (8.9248688, 46.0482619), (8.9248281, 46.0479338), (8.9248026, 46.0475554), (8.9247996, 46.0473245), (8.9248037, 46.0471082), (8.9248221, 46.0468052), (8.9248575, 46.0464855), (8.9248935, 46.046253), (8.9249451, 46.0459984), (8.9249964, 46.0457758), (8.9250534, 46.0455765), (8.9251742, 46.0452074), (8.9252477, 46.0450106), (8.9253555, 46.0447499), (8.9254641, 46.0445077), (8.9256038, 46.0442327), (8.9257137, 46.0440386), (8.9258329, 46.0438375), (8.9259937, 46.0435895), (8.9261524, 46.0433569), (8.9263051, 46.0431575), (8.9264568, 46.0429671), (8.9265762, 46.0428209), (8.9266818, 46.0426951), (8.9269235, 46.0424103), (8.9274065, 46.04186), (8.927532, 46.0417121), (8.9276429, 46.041579)];120;51;51;51;51
[(8.9276225, 46.0543591), (8.927571, 46.0542216), (8.9273996, 46.0537609)];120;51;51;51;51
[(8.9275428, 46.053736), (8.9277445, 46.0542656), (8.9278025, 46.0544455)];120;51;51;51;51
[(8.9278025, 46.0544455), (8.9279111, 46.0548156), (8.9280047, 46.0551564), (8.9280884, 46.0555492), (8.9281539, 46.0558937), (8.9282449, 46.0565154), (8.9282676, 46.0569874), (8.928287, 46.0575206), (8.9282602, 46.0580545), (8.9282078, 46.0587317), (8.9281121, 46.0594486)];120;51;51;51;51
[(8.9276987, 46.0630652), (8.9276889, 46.0628118), (8.927688, 46.062531)];120;51;51;51;51
[(8.927688, 46.062531), (8.9276847, 46.0621119), (8.9277097, 46.0616525), (8.9277639, 46.0610362), (8.9279735, 46.0594221), (8.9280665, 46.0587248), (8.9281231, 46.0579989), (8.9281437, 46.0574829), (8.9281414, 46.057124), (8.9281041, 46.0565783), (8.9280145, 46.0559062), (8.9279221, 46.0554252), (8.9277837, 46.0548841), (8.9276225, 46.0543591)];120;51;51;51;51
[(8.9278507, 46.064416), (8.9277896, 46.0639932)];100;111;111;111;111
[(8.9277896, 46.0639932), (8.9277464, 46.0636101), (8.9276987, 46.0630652)];120;51;51;51;51
[(8.921244, 46.0844048), (8.9212167, 46.0843014), (8.9211267, 46.0838286), (8.9210435, 46.0833235), (8.9209985, 46.0829825), (8.920965, 46.0825216), (8.9209642, 46.0819874), (8.9209957, 46.0816151)];120;25;25;25;25
[(8.9213229, 46.0847032), (8.921244, 46.0844048)];120;25;25;25;25
[(8.9213947, 46.0843703), (8.9214677, 46.0846781)];120;25;25;25;25
[(8.9214677, 46.0846781), (8.921618, 46.0852334), (8.9220937, 46.0866271), (8.9223335, 46.0872357), (8.9226724, 46.0880481), (8.9230994, 46.0890143), (8.9237797, 46.0903706), (8.9241033, 46.0909572), (8.9244127, 46.0914994), (8.9247158, 46.091995), (8.925411, 46.0930948), (8.9258733, 46.0937683)];120;25;25;25;25
[(8.9305525, 46.1026343), (8.9305619, 46.1026601), (8.9305688, 46.102679), (8.9305852, 46.1027191), (8.9306748, 46.1029616), (8.9307681, 46.1032504), (8.9308126, 46.1034171), (8.9308433, 46.1035918), (8.930898, 46.1038546), (8.9309184, 46.1040396), (8.9309308, 46.1042218), (8.9309353, 46.1044036), (8.9309071, 46.1052632), (8.9309071, 46.1054859), (8.9309233, 46.105654), (8.9309473, 46.1058403), (8.9309896, 46.1060776), (8.9310322, 46.106256), (8.9310828, 46.1064343)];80;58;58;58;58
[(8.9317014, 46.107908), (8.9317945, 46.1081994), (8.931845, 46.1083868), (8.9319025, 46.108629), (8.9319425, 46.1088353), (8.9319776, 46.1090538), (8.9320036, 46.1093014), (8.9320127, 46.1095075)];80;58;58;58;58
[(8.9195316, 46.1240563), (8.9197133, 46.1238416), (8.9199977, 46.1235332), (8.9202034, 46.1233258), (8.9203944, 46.1231448), (8.9205438, 46.1230115), (8.9206931, 46.1228813), (8.9211618, 46.1225081), (8.921489, 46.1222713), (8.922005, 46.1219132), (8.9224245, 46.1216281), (8.9228517, 46.1213327), (8.9232029, 46.1210798), (8.9238643, 46.1205343), (8.9242269, 46.1202077), (8.9246295, 46.1197927), (8.9250659, 46.1192786), (8.9253182, 46.1189301), (8.9256878, 46.1183909), (8.9260383, 46.1178036), (8.9262285, 46.117462), (8.926845, 46.11632), (8.9275252, 46.1150717), (8.9278951, 46.1144491), (8.9285123, 46.1134793), (8.9289078, 46.1128617), (8.9293989, 46.1120671), (8.9296104, 46.1117072), (8.9298888, 46.1111886), (8.9302692, 46.1104183), (8.930437, 46.1099977), (8.9305437, 46.1097311), (8.930644, 46.1094441), (8.9308191, 46.108925), (8.9309867, 46.1083494), (8.9311141, 46.1077744), (8.9311926, 46.107345), (8.9312652, 46.106825), (8.9312971, 46.106528), (8.931326, 46.1060787), (8.9313468, 46.1056042), (8.9313318, 46.10491), (8.9312637, 46.1040848), (8.931193, 46.1035656), (8.9310777, 46.1029664), (8.9309824, 46.1025896), (8.9308463, 46.1020772), (8.9305833, 46.1012794), (8.9302833, 46.1005532), (8.9298862, 46.0997099), (8.929552, 46.0990946), (8.9289513, 46.0981558)];120;47;47;47;47
[(8.9181071, 46.1269398), (8.9181653, 46.1266867), (8.9182313, 46.1264432), (8.9183268, 46.1261497), (8.9184309, 46.1258654), (8.918545, 46.1255999), (8.9186861, 46.1253086), (8.9188756, 46.1249658), (8.9189928, 46.1247765), (8.9191334, 46.1245578), (8.9192668, 46.1243649), (8.9195316, 46.1240563)];120;42;42;42;42
[(8.9177171, 46.1311406), (8.917839, 46.1312932), (8.9179461, 46.1314133), (8.9179822, 46.1314538), (8.9180051, 46.1314857), (8.91802, 46.1315255)];40;42;42;42;42
[(8.9172587, 46.1306256), (8.917344, 46.130739), (8.9177171, 46.1311406)];40;42;42;42;42
[(8.991208, 46.1632088), (8.9915075, 46.163297), (8.991583, 46.163319), (8.9916296, 46.1633298), (8.9916795, 46.1633397), (8.9917364, 46.163347), (8.9917938, 46.1633509), (8.991855, 46.1633518), (8.9919194, 46.1633506), (8.9919945, 46.1633454), (8.9920692, 46.1633349), (8.9921322, 46.1633198), (8.9921961, 46.1633002), (8.9922553, 46.1632773), (8.992318, 46.1632485), (8.9923641, 46.1632204), (8.9924133, 46.1631837), (8.9924595, 46.1631396), (8.9924939, 46.1630986), (8.9925255, 46.163055), (8.9925438, 46.163016), (8.992561, 46.1629634), (8.9925699, 46.1629182), (8.9925723, 46.1628763), (8.9925694, 46.1628375), (8.9925598, 46.1627996), (8.9925457, 46.1627576), (8.9925249, 46.1627174), (8.9925027, 46.1626846), (8.9924702, 46.162643), (8.9924349, 46.1626054), (8.9924047, 46.162578), (8.9923643, 46.1625487), (8.9923146, 46.1625186), (8.9922755, 46.1624981), (8.9922308, 46.1624787), (8.9921753, 46.1624606), (8.9921141, 46.1624439), (8.9920449, 46.1624317), (8.9919802, 46.1624234), (8.9919177, 46.1624196), (8.9918402, 46.1624228), (8.9917689, 46.1624307), (8.9917025, 46.1624418), (8.9916417, 46.1624571), (8.9915621, 46.1624846), (8.9915489, 46.1624909), (8.9914958, 46.1625164), (8.9914292, 46.1625588), (8.9913677, 46.1626063), (8.9913104, 46.1626596), (8.9912553, 46.162727), (8.9912126, 46.1627905), (8.9911782, 46.162855), (8.9911593, 46.1628954), (8.991141, 46.1629416), (8.9911231, 46.163007), (8.9910989, 46.1631062), (8.9910159, 46.1635177), (8.9909778, 46.1637242), (8.9909451, 46.1639214), (8.9909018, 46.1641873), (8.9908649, 46.1644271), (8.9908206, 46.1647548), (8.9907787, 46.1652367), (8.9907721, 46.1654809), (8.9907602, 46.1659222)];60;68;68;68;68
[(8.9100684, 45.9243257), (8.9098393, 45.9246042), (8.9098245, 45.9246246)];50;42;42;42;42
[(8.9908062, 46.1628242), (8.9909293, 46.162091), (8.9909873, 46.1617921), (8.991034, 46.1614964), (8.9910649, 46.1611906), (8.9910734, 46.1610513), (8.991078, 46.1608961), (8.9910652, 46.1605864), (8.9910509, 46.1604384), (8.9910291, 46.1602887), (8.9909989, 46.1601388), (8.9909652, 46.1599885), (8.9909271, 46.1598487), (8.9908779, 46.1596959), (8.9908258, 46.1595459), (8.9907594, 46.1593927), (8.9906938, 46.1592475), (8.990625, 46.1591235)];120;68;68;68;68
[(9.0372083, 46.2159563), (9.0372128, 46.2162641), (9.0372147, 46.2166309), (9.0372156, 46.216939), (9.0372198, 46.2171725), (9.0372274, 46.2173449), (9.0372415, 46.2174819), (9.0372677, 46.2176619), (9.0372879, 46.2177853), (9.0373053, 46.2178677), (9.0373594, 46.2179725)];120;46;46;46;46
[(9.0194192, 46.255058), (9.0193872, 46.2550689), (9.0193493, 46.2550721), (9.0193165, 46.2550694), (9.0192933, 46.2550619)];50;60;60;60;60
[(8.9789477, 46.3275917), (8.9788174, 46.3278386), (8.9783116, 46.3287084), (8.9778024, 46.3294996), (8.9770471, 46.3306186), (8.9763727, 46.331558), (8.9751085, 46.3333643), (8.9738401, 46.3351811), (8.9729601, 46.3364404), (8.9719097, 46.3379254), (8.970572, 46.3398472), (8.9695772, 46.3412687), (8.9683978, 46.3429258), (8.9672713, 46.3444859), (8.966953, 46.3449202), (8.9663577, 46.3457239), (8.9645969, 46.3479596), (8.9640155, 46.3486564)];120;120;120;120;120
[(8.9796792, 46.3260764), (8.9794112, 46.3266618), (8.9792185, 46.3270786), (8.9789477, 46.3275917)];120;120;120;120;120
[(8.9788001, 46.3275621), (8.9790935, 46.3269909), (8.9792625, 46.3266344), (8.9795665, 46.3259615)];120;120;120;120;120
[(8.9795665, 46.3259615), (8.9798102, 46.3253814), (8.9800437, 46.3247387), (8.9802122, 46.3242242), (8.980428, 46.3234297), (8.9805726, 46.3228502), (8.9807173, 46.3221423), (8.980785, 46.3217643), (8.9808469, 46.3213628), (8.9809735, 46.320352), (8.9810719, 46.3192712), (8.9811876, 46.3178548), (8.9812957, 46.3165534), (8.9814384, 46.3150691), (8.9815794, 46.3139096), (8.9817053, 46.3130523), (8.9818732, 46.3120831), (8.9820121, 46.3114237), (8.9821943, 46.3106239), (8.9822248, 46.310523)];120;120;120;120;120
[(8.9573825, 46.3561262), (8.9573584, 46.3561044), (8.9573396, 46.3560825), (8.957318, 46.3560462), (8.9573014, 46.3559992), (8.9572487, 46.3557614)];60;48;48;48;48
[(8.9572487, 46.3557614), (8.9571683, 46.3551819), (8.9571522, 46.3550838), (8.9571191, 46.3549884)];60;35;35;35;35
[(8.9571191, 46.3549884), (8.9570771, 46.3548968), (8.9570208, 46.3548197), (8.9569108, 46.3547413), (8.9568169, 46.3546864), (8.9567093, 46.3546485)];60;35;35;35;35
[(8.9146784, 46.3745181), (8.9141549, 46.3745829), (8.9131277, 46.3747786)];120;116;116;116;116
[(8.9131277, 46.3747786), (8.9128177, 46.3748472), (8.9121284, 46.3750142), (8.9115308, 46.3751826), (8.9109539, 46.3753785)];120;116;116;116;116
[(8.9146636, 46.3744162), (8.9150237, 46.3743769)];120;116;116;116;116
[(8.9132492, 46.3746346), (8.914134, 46.3744903), (8.9146636, 46.3744162)];120;116;116;116;116
[(8.8813914, 46.3920078), (8.8805301, 46.392447), (8.8798299, 46.3927729), (8.8785925, 46.3934433), (8.8773676, 46.3941844), (8.8766936, 46.3946067), (8.8754769, 46.3954828), (8.87394, 46.3966648), (8.8732825, 46.3971887), (8.8725831, 46.3977285), (8.8717708, 46.3982979), (8.8714275, 46.3985143), (8.8699593, 46.3994334), (8.8692865, 46.3998833), (8.8687364, 46.4002811), (8.8682204, 46.4007297), (8.8677462, 46.4012487), (8.8674518, 46.4016207), (8.8672919, 46.4018847)];120;110;110;110;110
[(9.0428686, 46.221106), (9.0429529, 46.2210983), (9.0430446, 46.2210871), (9.0431508, 46.2210703), (9.0432653, 46.2210457), (9.0433629, 46.2210217), (9.043473, 46.2209921), (9.0436266, 46.2209424)];60;102;102;102;102
[(9.0472065, 46.2217206), (9.0471188, 46.2217227), (9.047035, 46.2217281), (9.0469538, 46.2217361), (9.0468591, 46.2217472), (9.0467738, 46.2217597), (9.0466816, 46.2217779), (9.046598, 46.2217964), (9.0464886, 46.2218248), (9.0463909, 46.2218559), (9.0462843, 46.2218976), (9.0461766, 46.2219507), (9.0460722, 46.2220074)];80;102;102;102;102
[(9.0479162, 46.2217572), (9.0477428, 46.2217519), (9.047565, 46.2217329)];80;102;102;102;102
[(9.0502749, 46.222161), (9.0499363, 46.2220885), (9.0496075, 46.2220229), (9.0492658, 46.2219592), (9.0489988, 46.2219128)];100;52;52;52;52
[(8.8597808, 46.1721277), (8.8592244, 46.172413), (8.8588143, 46.1726226)];100;93;93;93;93
[(8.8548501, 46.1741048), (8.8551455, 46.1740143), (8.8554181, 46.1739241), (8.8556836, 46.1738341), (8.8559518, 46.1737387)];100;40;40;40;40
[(8.9809551, 45.8603655), (8.9810466, 45.8602856), (8.9811693, 45.8601719), (8.9813235, 45.8600575), (8.9816795, 45.8598486), (8.9823605, 45.8594867), (8.9824882, 45.8594188), (8.9825162, 45.8594033), (8.9827673, 45.859264), (8.9832613, 45.8589725), (8.9835586, 45.8588142), (8.9847377, 45.8581555), (8.985033, 45.8580268), (8.9851843, 45.8579682), (8.9857479, 45.8577475), (8.98647, 45.8574646), (8.9866756, 45.8573841), (8.9868626, 45.8573092), (8.9880427, 45.8568511), (8.9881869, 45.8567951), (8.9883177, 45.8566957), (8.9883528, 45.856669)];50;40;40;40;40
[(8.9656653, 46.0266434), (8.9657082, 46.0266254), (8.9657571, 46.0266179), (8.9658069, 46.0266217), (8.9658522, 46.0266365), (8.9658883, 46.0266606), (8.9659113, 46.0266916), (8.9659187, 46.026726), (8.9659097, 46.0267603)];50;38;38;38;38
[(8.6045968, 46.5270217), (8.6034903, 46.5270592)];60;43;43;43;43
[(8.6034903, 46.5270592), (8.6031546, 46.5270797), (8.6029095, 46.5270995), (8.6027238, 46.5271203), (8.6025467, 46.5271426), (8.6023115, 46.5271604)];60;43;43;43;43
[(8.6135346, 46.5261574), (8.6132441, 46.5261774), (8.6124764, 46.526244), (8.6119596, 46.5262965), (8.6114546, 46.5263572), (8.6106203, 46.5264717)];80;55;55;55;55
[(8.6045456, 46.5269136), (8.6050161, 46.5269022), (8.6054233, 46.5268894), (8.6058971, 46.5268706), (8.6064963, 46.5268397), (8.6067381, 46.5268219)];80;43;43;43;43
[(8.6073394, 46.5267759), (8.6076049, 46.5267537), (8.6080501, 46.5267082), (8.6086213, 46.5266444), (8.6090541, 46.5265919), (8.6095041, 46.5265304)];80;43;43;43;43
[(8.6155457, 46.5259963), (8.6161971, 46.5260047), (8.616521, 46.52601), (8.6168755, 46.5260245)];100;55;55;55;55
[(8.6168755, 46.5260245), (8.6179298, 46.5260858), (8.6184234, 46.5261266), (8.6190299, 46.5261829), (8.6194839, 46.5262139), (8.6198077, 46.5262265), (8.6200788, 46.5262294), (8.6203552, 46.5262185), (8.6206403, 46.5261988), (8.620931, 46.5261688), (8.6212281, 46.5261256), (8.6214608, 46.5260809), (8.6216881, 46.5260339), (8.6218888, 46.5259808), (8.6221367, 46.5259048)];100;55;55;55;55
[(8.6734328, 46.5160951), (8.6746653, 46.5160605), (8.6767441, 46.5159943), (8.6782478, 46.5159299), (8.6800687, 46.5158368), (8.6811227, 46.5157683), (8.6824796, 46.5156767), (8.6834731, 46.5156037), (8.6848948, 46.5154854), (8.686854, 46.5153073), (8.6870283, 46.5152881), (8.6879967, 46.5151817), (8.6888766, 46.5150742), (8.6898475, 46.5149408), (8.6907637, 46.5148009), (8.691007, 46.5147637), (8.6914775, 46.5146924)];120;110;110;110;110
[(8.6695508, 46.5161254), (8.6708651, 46.5161351), (8.672127, 46.516123), (8.6734328, 46.5160951)];120;110;110;110;110
[(8.6586139, 46.5166947), (8.6592974, 46.5165292), (8.6601537, 46.5163541), (8.66105, 46.5162105), (8.6616871, 46.516126)];120;110;110;110;110
